,form_submission,form_created,embed_form_in_notion_click,subscribed,form_saved,create_form_database_chosen,open_form_click,edit_form_click,save_form_click,create_form_click,paid_plans_buy_pro_click,nav_pricing_click,paying,cluster
26934.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26239.0,0,3,3,0,3,5,0,4,3,2,0,1,0,0
26385.0,0,0,0,0,0,6,0,0,0,5,0,0,0,0
26386.0,1,1,0,0,0,2,0,1,0,4,0,0,0,0
26387.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
26388.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
26389.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
26391.0,0,1,0,0,0,2,0,0,0,2,0,0,0,0
26395.0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
15858.0,0,2,4,0,6,4,0,6,6,2,0,0,0,0
17624.0,0,3,2,0,16,3,3,20,16,3,0,0,0,0
18608.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18642.0,4,1,0,0,2,1,0,3,2,1,0,0,0,0
18639.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15883.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
17750.0,0,2,0,0,5,5,0,4,5,2,0,0,0,0
16643.0,0,2,2,0,8,2,0,8,8,1,0,0,0,0
18815.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
17547.0,0,0,0,0,1,1,0,2,1,1,2,0,0,0
19582.0,0,1,1,0,2,2,0,3,2,0,0,0,0,0
19750.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
19751.0,0,1,0,0,1,1,0,1,1,0,0,0,0,0
17012.0,0,4,0,0,1,10,0,3,1,1,0,0,0,0
17446.0,0,1,0,0,0,2,0,1,0,3,0,1,0,0
19572.0,3,0,0,0,3,0,0,4,3,0,0,0,0,0
19748.0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
18819.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
17749.0,0,2,1,0,0,5,0,1,0,3,0,1,0,0
19498.0,1,0,0,0,0,2,0,0,0,6,0,0,0,0
22802.0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
23372.0,0,1,0,0,3,1,0,3,3,0,0,0,0,0
23463.0,0,1,0,0,0,2,0,0,0,0,0,1,0,0
18344.0,8,1,3,0,6,3,1,4,6,1,0,0,0,0
19503.0,0,4,0,0,0,12,0,1,1,5,0,0,0,0
15470.0,7,2,4,0,4,12,2,15,4,4,0,0,0,0
22750.0,0,4,0,1,8,5,0,9,8,7,1,2,0,0
22859.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23462.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
16051.0,1,4,1,0,6,10,3,10,7,5,0,0,0,0
23091.0,1,2,2,0,0,2,3,6,0,1,0,0,0,0
23596.0,2,0,0,0,7,0,0,7,7,0,0,0,0,0
24595.0,1,0,0,0,6,0,1,6,7,0,0,3,0,0
24646.0,3,1,0,0,10,2,0,11,10,0,2,2,0,0
24669.0,0,1,0,1,2,1,0,3,2,0,1,2,0,0
14450.0,0,1,1,0,1,1,0,1,1,0,0,0,0,0
14455.0,0,1,0,0,6,1,0,7,6,0,0,0,0,0
22464.0,1,1,1,1,13,3,1,19,18,3,2,5,0,0
24676.0,1,1,1,0,7,5,5,9,7,1,0,1,0,0
14274.0,0,11,0,0,7,15,5,9,7,13,0,0,0,0
14453.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16745.0,6,6,1,0,7,7,3,9,7,11,0,0,0,0
17230.0,0,1,1,0,15,2,0,17,17,1,0,0,0,0
17332.0,0,1,0,0,2,1,0,2,2,0,0,0,0,0
17333.0,0,1,0,0,1,1,0,1,3,1,0,1,0,0
17335.0,0,2,2,0,2,2,0,3,2,3,0,0,0,0
16030.0,0,1,0,0,3,1,8,6,3,3,0,1,0,0
16176.0,0,0,0,0,8,0,0,10,11,0,0,0,0,0
16177.0,0,1,1,0,1,3,1,1,1,0,0,1,0,0
16468.0,0,2,0,0,1,4,0,2,1,1,0,0,0,0
17211.0,0,1,0,0,6,1,1,7,8,0,0,1,0,0
16172.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16175.0,0,1,4,0,4,4,2,4,4,0,0,1,0,0
15476.0,0,1,0,0,5,3,0,5,5,2,0,0,0,0
22762.0,0,1,1,0,0,3,0,0,0,2,0,0,0,0
15307.0,0,1,1,0,5,3,2,6,5,1,0,0,0,0
15495.0,0,1,0,0,2,1,0,4,2,1,0,1,0,0
15520.0,0,2,2,0,3,4,1,7,3,3,0,0,0,0
15533.0,0,1,0,0,2,3,0,3,2,2,0,1,0,0
19431.0,10,1,2,0,8,2,7,11,8,5,0,0,0,0
19657.0,0,4,2,0,6,7,0,7,8,9,0,0,0,0
19666.0,0,2,0,0,1,2,0,2,1,2,0,0,0,0
19667.0,0,0,1,0,2,0,0,2,2,0,0,0,0,0
17038.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
15386.0,0,2,2,0,1,7,0,5,1,8,1,1,0,0
15534.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
15561.0,0,1,0,0,3,2,2,4,3,1,0,0,0,0
15562.0,0,1,1,0,0,3,0,0,0,2,0,0,0,0
17340.0,2,2,2,0,4,2,1,9,4,3,0,0,0,0
18571.0,1,0,1,0,2,0,0,2,2,0,0,0,0,0
19648.0,0,1,0,0,2,4,0,3,2,0,0,0,0,0
19662.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
20356.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20669.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23231.0,0,1,0,0,0,2,1,0,0,3,0,0,0,0
23232.0,1,0,0,0,12,0,0,12,12,0,0,0,0,0
23264.0,2,0,1,0,2,0,0,3,2,0,0,0,0,0
23266.0,0,1,2,0,1,1,0,4,1,2,0,1,0,0
23367.0,0,2,0,0,2,3,0,3,2,3,0,0,0,0
25865.0,3,2,1,0,4,5,2,4,5,3,0,0,0,0
25871.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
26004.0,1,2,2,0,2,2,0,4,2,2,0,0,0,0
16055.0,0,3,1,0,6,9,3,6,6,7,0,4,0,0
21756.0,0,2,0,0,0,6,0,0,0,2,0,0,0,0
21758.0,0,1,1,0,0,2,0,0,0,1,0,0,0,0
21299.0,3,2,1,0,8,8,0,11,8,8,0,2,0,0
24227.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
24440.0,3,0,0,0,0,0,3,0,0,0,0,0,0,0
15007.0,0,1,2,0,28,2,21,51,28,3,0,5,0,2
15295.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15296.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24435.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
21723.0,0,1,0,0,1,1,2,4,1,1,0,0,0,0
21748.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
21749.0,1,0,2,1,2,0,0,3,2,0,1,1,0,0
21751.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
26013.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
26014.0,0,1,1,0,4,7,0,4,4,0,0,0,0,0
16094.0,0,1,1,0,7,1,1,9,7,1,0,0,0,0
16185.0,0,1,0,0,1,3,1,1,1,2,0,0,0,0
15580.0,0,1,3,0,2,5,0,3,2,5,1,3,0,0
15868.0,0,1,0,0,3,1,0,3,3,0,0,2,0,0
18732.0,0,1,1,0,3,4,0,4,5,0,0,0,0,0
24731.0,0,1,0,0,3,1,2,3,3,2,0,0,0,0
24805.0,10,3,2,0,23,4,0,26,27,2,0,0,0,0
24807.0,0,6,0,0,3,14,1,6,3,12,0,0,0,0
24808.0,4,1,0,0,10,2,3,10,10,0,0,0,0,0
21109.0,1,1,0,0,0,1,0,1,0,2,0,0,0,0
24271.0,0,0,0,0,0,0,2,2,0,0,1,0,0,0
26826.0,0,1,0,0,0,2,0,0,0,1,0,0,0,0
26828.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17143.0,0,3,1,0,3,5,0,7,3,8,0,0,0,0
17144.0,0,2,0,0,3,3,0,5,3,3,0,0,0,0
24806.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16361.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17194.0,0,1,1,0,9,1,0,10,10,0,0,0,0,0
26824.0,1,0,0,0,0,1,0,5,5,1,0,0,0,0
18730.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17145.0,0,0,0,0,1,0,0,2,1,0,0,0,0,0
17147.0,0,2,2,1,3,2,0,4,3,1,1,2,0,0
20977.0,4,0,0,0,14,0,0,29,14,2,0,0,0,0
21421.0,1,2,0,0,3,2,0,4,3,6,0,1,0,0
16479.0,0,1,1,0,9,1,0,13,9,0,0,1,0,0
18293.0,8,3,3,0,8,7,0,12,8,3,0,0,0,0
22970.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23213.0,1,0,2,0,7,0,0,7,8,0,0,1,0,0
23292.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23302.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13911.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13912.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21649.0,0,1,1,0,3,2,0,2,4,2,0,1,0,0
20518.0,2,0,0,0,3,0,1,2,3,0,0,0,0,0
21554.0,0,0,0,0,4,0,0,4,4,0,0,0,0,0
21555.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
15180.0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
15331.0,0,1,0,0,5,2,2,6,5,2,3,0,0,0
16469.0,0,1,1,0,1,1,0,2,1,0,0,0,0,0
21040.0,0,0,0,0,1,0,0,2,1,0,0,0,0,0
21300.0,2,2,1,0,18,4,13,21,19,2,0,0,0,0
21505.0,0,1,1,0,11,1,0,10,12,0,0,1,0,0
20835.0,0,0,1,0,7,0,0,8,7,0,0,1,0,0
21548.0,0,1,0,0,0,1,1,2,0,2,0,0,0,0
20526.0,0,1,1,0,0,2,1,2,0,2,0,0,0,0
20527.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17546.0,3,1,0,0,1,4,0,3,1,1,0,0,0,0
23243.0,0,1,1,0,5,4,0,5,5,3,0,1,0,0
23273.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23297.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13909.0,0,1,0,0,4,0,1,5,4,0,0,2,0,0
23798.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23800.0,1,1,0,0,0,2,0,0,0,2,0,0,0,0
15189.0,0,6,4,1,18,9,0,20,19,6,1,1,0,0
15354.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15135.0,0,1,2,0,6,2,1,6,6,6,0,1,0,0
15145.0,0,2,0,0,3,3,1,3,3,2,0,0,0,0
15597.0,0,4,1,2,26,10,2,30,29,7,1,2,0,2
15668.0,0,2,1,0,12,2,1,14,13,1,0,1,0,0
15671.0,0,1,0,0,4,2,0,3,4,0,0,0,0,0
15009.0,0,1,1,0,1,2,0,1,1,1,0,0,0,0
24389.0,2,2,0,0,7,3,5,9,7,3,0,2,0,0
26857.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26858.0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
21057.0,1,3,0,0,5,3,0,8,6,5,0,0,0,0
21364.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14491.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14980.0,0,1,2,0,1,3,0,1,1,4,0,0,0,0
15014.0,0,0,0,0,0,2,0,0,0,0,1,1,0,0
14619.0,1,7,1,0,19,8,1,34,19,6,0,0,0,0
15042.0,0,0,0,0,1,0,0,2,1,0,0,0,0,0
15285.0,0,1,0,0,0,2,1,0,0,2,0,0,0,0
21760.0,0,2,0,0,4,2,0,4,4,3,0,0,0,0
26833.0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
26860.0,0,0,0,0,1,0,0,1,4,0,0,0,0,0
22297.0,1,0,0,0,3,0,1,3,4,0,0,1,0,0
22449.0,1,0,2,0,10,0,1,12,11,0,0,2,0,0
22491.0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
15836.0,0,0,1,0,6,0,1,6,6,0,0,0,0,0
19866.0,0,5,2,0,46,5,0,50,46,9,1,3,0,2
19935.0,1,0,2,1,5,0,2,4,6,0,1,1,0,0
14915.0,0,4,2,0,2,4,0,4,2,3,0,0,0,0
15472.0,0,0,0,0,0,2,1,0,0,1,0,0,0,0
18824.0,1,1,4,0,4,4,4,6,4,1,0,1,0,0
19725.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19791.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19930.0,0,3,0,0,2,5,0,3,2,3,0,0,0,0
13776.0,0,0,1,0,4,0,0,4,4,0,0,1,0,0
25392.0,0,0,0,0,0,4,0,0,0,6,0,3,0,0
25398.0,2,2,0,0,5,4,4,6,5,1,0,0,0,0
13774.0,0,0,0,0,3,0,1,6,3,0,0,1,0,0
13778.0,0,1,0,0,4,0,0,5,6,0,0,2,0,0
21951.0,0,0,0,0,1,1,0,1,1,1,0,1,0,0
22115.0,0,7,5,0,9,15,1,11,10,6,0,2,0,0
23948.0,2,0,0,0,4,0,2,4,4,0,0,1,0,0
23959.0,0,1,3,0,11,1,0,15,11,1,0,0,0,0
23968.0,0,5,5,0,1,6,0,2,1,5,0,0,0,0
17382.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
18991.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
19460.0,3,1,0,0,7,1,6,7,7,1,0,2,0,0
21607.0,3,1,1,0,7,1,1,7,7,1,0,1,0,0
21728.0,4,3,0,0,7,6,0,12,7,2,0,0,0,0
21734.0,0,1,1,0,1,1,0,2,1,2,0,0,0,0
24893.0,1,0,1,0,5,0,4,12,5,0,0,0,0,0
24913.0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
24960.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
24961.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
14099.0,0,1,3,0,1,2,0,2,3,1,0,0,0,0
15190.0,0,0,2,0,4,0,0,5,4,0,0,0,0,0
21945.0,0,3,0,0,1,9,2,2,1,3,0,0,0,0
23746.0,22,5,0,0,9,7,12,9,9,8,0,0,0,0
23949.0,1,0,0,0,2,1,0,2,2,2,0,0,0,0
23950.0,0,0,0,0,3,0,1,3,3,0,0,0,0,0
23961.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
15200.0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
20137.0,3,5,1,0,1,22,3,4,1,19,0,1,0,0
21659.0,0,0,1,0,4,0,0,3,4,0,0,0,0,0
21712.0,0,1,0,0,3,1,1,3,3,1,0,1,0,0
21716.0,0,3,0,0,5,7,0,6,6,4,0,0,0,0
21722.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
22904.0,2,2,0,0,6,5,1,10,13,6,0,0,0,0
23567.0,0,0,0,0,13,0,2,14,14,0,0,0,0,0
23678.0,0,1,0,0,1,6,0,2,1,2,0,0,0,0
23679.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
24436.0,2,8,0,0,2,15,11,6,2,10,0,2,0,0
25822.0,0,1,0,0,1,4,0,1,1,0,0,0,0,0
25824.0,0,1,1,0,3,2,0,4,3,0,0,0,0,0
17772.0,0,0,0,0,0,1,0,0,0,1,0,2,0,0
24087.0,0,1,3,0,7,1,0,7,7,0,0,0,0,0
24334.0,4,4,0,0,6,8,5,8,6,11,0,0,0,0
24348.0,0,1,2,0,6,1,0,12,6,2,0,1,0,0
22224.0,0,1,0,0,5,7,0,6,5,1,0,0,0,0
24307.0,0,1,0,0,0,4,0,0,0,3,0,0,0,0
25823.0,0,0,0,0,2,0,0,1,2,0,0,0,0,0
25826.0,0,1,0,0,1,1,0,1,1,0,0,0,0,0
18277.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
23588.0,1,1,3,0,7,2,1,12,7,0,3,2,0,0
23625.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23680.0,0,1,0,0,1,0,0,2,1,0,0,0,0,0
22681.0,0,0,1,1,11,0,0,11,11,0,0,0,0,0
22684.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15814.0,0,1,1,0,0,2,0,0,0,2,0,0,0,0
18828.0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
21086.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19663.0,3,1,0,0,2,1,1,5,2,0,0,0,0,0
20096.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20099.0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
20104.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
26498.0,1,1,2,0,0,6,1,3,0,1,0,0,0,0
26499.0,0,1,0,0,4,4,1,4,4,4,0,0,0,0
26516.0,0,1,0,0,2,1,0,2,2,0,0,0,0,0
26116.0,0,0,0,0,9,0,4,10,9,0,0,0,0,0
26130.0,0,1,0,0,0,2,0,0,0,1,0,2,0,0
26231.0,1,2,0,1,2,4,0,4,2,2,4,4,0,0
26282.0,0,0,2,0,2,0,1,2,2,0,0,1,0,0
16621.0,0,15,17,0,23,33,0,34,23,41,0,1,0,2
22073.0,0,3,0,0,1,6,0,2,1,6,0,0,0,0
22194.0,2,1,0,0,9,3,0,11,10,1,0,0,0,0
22597.0,0,2,0,0,1,4,0,2,1,3,0,2,0,0
22682.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
16837.0,5,0,0,0,0,4,0,0,0,1,0,0,0,0
16842.0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
17119.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
18578.0,0,1,0,0,3,2,0,3,3,1,0,0,0,0
20011.0,0,1,1,0,9,1,1,9,11,0,0,0,0,0
20110.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18633.0,0,0,1,0,0,0,3,1,0,0,0,0,0,0
21087.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21088.0,2,1,0,0,0,2,2,0,0,0,0,0,0,0
26520.0,4,5,1,0,5,12,0,9,5,8,0,1,0,0
26521.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26522.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
19976.0,1,3,15,0,14,19,0,17,24,6,0,0,0,0
23708.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26287.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25590.0,1,1,3,1,5,2,0,13,6,0,3,3,0,0
25911.0,0,0,1,0,6,0,1,8,7,1,0,0,0,0
26136.0,0,1,1,0,1,1,0,1,1,1,0,0,0,0
17740.0,9,4,0,0,12,7,6,16,14,6,0,0,0,0
21613.0,1,1,0,0,3,1,0,6,3,0,0,0,0,0
21797.0,2,2,0,0,4,3,5,5,4,2,0,0,0,0
21912.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
16013.0,0,0,2,0,10,0,1,13,10,0,0,0,0,0
16075.0,0,1,1,0,8,1,0,9,10,1,0,1,0,0
23111.0,0,2,1,0,2,2,2,7,2,10,0,0,0,0
24729.0,1,1,1,0,0,3,1,1,0,1,0,1,0,0
16236.0,0,1,1,0,4,3,0,5,4,3,0,0,0,0
16240.0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
21550.0,1,2,3,0,1,4,0,3,1,3,0,2,0,0
21662.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
23337.0,1,2,0,0,0,3,0,1,0,4,0,1,0,0
23657.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23693.0,1,1,0,0,1,1,1,1,1,2,0,0,0,0
23695.0,1,1,0,0,0,7,0,0,0,1,0,0,0,0
23696.0,0,0,0,0,0,3,0,0,0,2,0,0,0,0
23700.0,5,1,0,0,5,7,2,7,5,0,0,0,0,0
17155.0,0,1,0,0,6,3,5,7,6,0,0,0,0,0
17297.0,0,2,2,0,1,3,0,3,1,2,0,1,0,0
18338.0,2,2,0,0,20,4,7,25,20,3,0,0,0,0
21914.0,0,1,0,0,7,1,4,8,7,2,0,0,0,0
24727.0,1,3,4,0,4,5,0,5,4,7,0,0,0,0
16229.0,0,3,0,1,3,4,0,5,3,3,2,2,0,0
26129.0,0,2,1,0,14,4,2,17,14,2,0,0,0,0
26138.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22095.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
14376.0,0,0,0,0,3,0,0,3,3,1,0,0,0,0
16083.0,0,1,0,0,0,5,0,0,0,1,0,1,0,0
16085.0,0,1,1,0,13,5,0,13,13,0,0,0,0,0
21826.0,0,1,1,0,8,1,0,8,9,0,0,1,0,0
23666.0,1,2,2,0,1,6,1,2,1,3,0,0,0,0
20274.0,0,3,3,0,17,5,0,26,17,3,0,3,0,0
20872.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21804.0,0,1,1,0,1,1,0,1,1,0,0,0,0,0
21807.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
23423.0,0,2,2,0,13,2,2,15,16,1,0,0,0,0
23991.0,1,2,0,0,1,7,0,1,1,1,0,0,0,0
24012.0,0,1,1,0,0,2,0,0,0,0,0,1,0,0
24015.0,0,1,1,0,4,1,1,4,4,2,0,0,0,0
13763.0,0,3,1,0,3,0,8,9,3,2,0,0,0,0
16854.0,0,0,0,0,4,0,0,5,4,0,0,0,0,0
24461.0,2,1,0,0,2,1,0,5,2,0,0,1,0,0
24675.0,0,0,0,0,0,0,1,2,0,0,0,1,0,0
24906.0,2,0,2,0,7,0,1,8,7,0,0,0,0,0
24909.0,3,0,0,1,11,0,0,14,11,0,2,2,0,0
20266.0,1,1,0,0,2,4,1,3,2,2,0,0,0,0
20853.0,0,1,2,0,4,3,2,5,5,1,0,0,0,0
20863.0,0,1,2,0,8,1,4,9,8,0,0,0,0,0
24896.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
24905.0,0,0,1,0,14,0,0,15,14,1,0,0,0,0
24908.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21802.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23962.0,0,3,0,1,27,3,3,29,27,3,1,2,0,2
23996.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
15279.0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
22343.0,0,1,0,0,0,2,0,0,0,1,0,1,0,0
22561.0,1,1,0,0,5,2,2,6,5,1,0,0,0,0
19473.0,0,2,1,0,0,2,0,0,0,3,0,0,0,0
20085.0,0,2,2,0,3,8,0,7,3,5,0,0,0,0
20411.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23736.0,1,1,0,0,8,1,0,9,10,1,0,0,0,0
23078.0,4,2,0,0,1,2,0,3,1,1,0,0,0,0
23630.0,0,2,1,0,4,7,0,7,5,6,0,0,0,0
23632.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
23637.0,0,5,8,1,4,12,1,8,4,9,1,1,0,0
23638.0,1,1,0,0,0,2,1,0,0,2,0,0,0,0
14180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15952.0,1,5,1,0,4,18,9,16,4,13,0,1,0,0
21432.0,1,0,0,0,8,0,1,9,11,0,0,0,0,0
23552.0,0,1,1,0,2,1,0,2,2,0,0,0,0,0
19699.0,0,1,0,0,15,1,0,10,20,0,0,0,0,0
20405.0,5,9,0,0,29,11,0,38,29,11,0,0,0,2
20410.0,0,2,1,0,10,6,1,11,10,6,0,0,0,0
19894.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22792.0,0,1,0,0,3,2,2,4,3,1,0,0,0,0
22803.0,1,1,1,0,6,1,0,6,6,0,0,1,0,0
23740.0,2,2,2,0,11,3,0,17,16,5,0,0,0,0
19979.0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
16120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16122.0,0,1,0,0,1,1,0,1,1,0,0,0,0,0
20661.0,2,1,3,0,7,3,5,7,7,3,0,0,0,0
24652.0,9,2,0,0,1,2,0,1,1,1,0,0,0,0
24827.0,0,1,0,0,0,2,0,0,0,1,0,0,0,0
24828.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
17917.0,2,0,0,0,3,0,2,3,3,0,0,0,0,0
19373.0,0,4,2,0,3,7,0,6,3,5,0,0,0,0
19080.0,2,1,1,0,12,1,0,14,12,1,0,0,0,0
19083.0,0,1,0,0,0,3,0,1,0,1,0,0,0,0
17453.0,0,1,1,0,0,3,0,0,0,2,0,0,0,0
17540.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15376.0,0,1,2,0,5,2,0,5,5,2,0,0,0,0
19378.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14267.0,0,0,0,0,0,5,0,0,0,2,0,1,0,0
18249.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
18529.0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
19006.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19084.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
19087.0,0,1,0,0,4,4,0,6,8,2,0,1,0,0
17752.0,1,2,0,0,2,2,0,2,2,0,0,0,0,0
14148.0,0,1,0,0,2,1,1,2,3,6,1,0,0,0
17269.0,0,1,0,1,7,1,0,5,7,1,1,1,0,0
18426.0,0,0,0,0,0,3,0,2,0,2,0,0,0,0
18428.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
18429.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19901.0,0,1,0,0,4,1,0,15,4,1,0,0,0,0
24677.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25632.0,0,10,0,0,1,12,0,1,1,13,0,0,0,0
25676.0,0,1,1,0,10,3,3,12,11,1,0,0,0,0
25682.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25687.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14365.0,0,3,1,0,17,6,0,20,17,11,0,1,0,0
15771.0,0,0,0,0,0,2,0,0,0,2,0,2,0,0
18330.0,0,1,0,0,0,2,0,0,0,2,0,1,0,0
18332.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
18336.0,0,1,1,0,1,4,0,1,1,1,0,0,0,0
24459.0,2,1,0,0,6,1,1,8,6,1,0,0,0,0
25670.0,0,0,1,0,3,0,0,3,3,0,0,0,0,0
18313.0,3,3,1,0,7,8,3,10,7,9,0,1,0,0
18326.0,0,1,0,0,2,2,0,2,2,2,0,0,0,0
18420.0,1,1,0,0,3,5,2,3,3,0,0,3,0,0
19525.0,0,1,0,0,0,1,0,1,0,0,0,2,0,0
19591.0,2,1,1,0,13,1,0,14,13,1,0,0,0,0
19592.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
19594.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
14367.0,0,0,1,0,4,0,0,3,4,0,0,0,0,0
14112.0,0,2,0,0,1,6,2,3,1,5,0,0,0,0
14976.0,0,1,2,0,18,2,4,21,19,0,0,2,0,0
14993.0,0,3,2,0,4,12,0,13,4,4,0,0,0,0
15038.0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
20451.0,0,1,1,0,1,1,0,2,1,0,0,1,0,0
20732.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
20733.0,0,0,0,0,2,0,1,2,2,0,0,0,0,0
20734.0,0,2,0,0,6,2,0,6,8,3,0,0,0,0
24429.0,0,1,1,0,3,3,0,5,3,3,0,0,0,0
24765.0,9,2,0,0,11,2,0,12,11,2,1,0,0,0
